name;comment;Label
nabilahjulyanti_;Hmm bisa bisanya berdiri disudut😢;
farizasya;@book_of_nena_;
ilih.jiji.iki.mis;@risa_saraswati @rianarizki @abimanyu_______ @indyratnap @nickoirham__ @dimasta_ @tim_jurnalrisa;
uciiid___;Slide 5 nenek² pandangan kosong.;
soniia.ia;@tim_jurnalrisa kesini dong;
ramakiboo;@ricky_lie27 tolong di explore;
beegirlpower;Pernah nonton di konten nya DMS;
larashnda;@fathurshafly;
jesikaa_sandra;@christin.evi bisalah di ceritakan;
rejak199x;Nonton youtube.a  DMS mba sara @sarawijayanto;
resikawulandari24;Bener si abis liat foto nya pusing;
saviraandn;demi apa,kepala aku langsung sakit merhatiin gambar satu satu;
mutiarasariassar;Aku liat² ada kesepian dan kejombloan di diriku 😂;
_akuami_;@cafe.latteh apakah adaa? Wkwk;
verraww_;Nyaii sara pernah kesinii yang nnton dms pasti tau xixi;
retta.yang;Aku mah apa cm anak indomie.. 😔;
rinapujiil;wah rumahnya udaa mau di bongkar apa gmnaa tuh? tau rumah ini karna nntn yutub nya kak @sarawijayanto;
tatuauliyaaa_;slide 5 serem juga wakkkk di bagian atas jendela;
monike_haribsa;Yahhh d corat/coret yaa rin;
dxiiwjaall;ayooo tiara liat ini @diarycewekindigo;
anggieana_38;"Gegara liat dan baca ini sumpah jd ke bayang"" pas sholat dan skrg mau tdr... Emang yaa the power of @awkarin ada ajja🤧🤧🤧";
mutiaranfm;@tata_sya17 apa yg kau liat nak;
gitavni;Next destinasi jun @nanajuniati;
grosirbandung_1;Kok aku pusing ya;
pupud_dk;Langsung merinding sampe geter badanku😢;
sita_byan;DMS dah pernah kesini🔥;
kurrniaa;Nge slide nya sambil tutup mata dong sambil ngintip dikit2 takut ada yang nongol 😂;
rahmaibrhm;Rumah pocong kah;
nurnuyy07;Gilaa sih ini😢 seremm bgttttttttttttt mau yg awal smpe akhir foto jelas ada penghuni smuaa iniiiii @awkarin;
bella_via;@ganggaksm kemana ??;
pbintang_08;nyesel baca cptionnya, manaa udh malem blum cuci mukaaa🙂;
annyhaya;Tp lantainya bersih;
grosirbandung_1;Kalo dikasih duid mah berani, apapun demi duid selagi halal 🔥😂@awkarin;
hannycuu_;@diarycewekindigo;
historia.nas;Karena bukan anak indigo, jadi diliat berkali-kali ya kaya liat gambar biasa aja. Ehe;
chiesaburger;@devdevv_9 @askim_laadekozim @herulansar @henrybaharif_ gas g zhieee;
ayurahayu0110;Ada d youtube nya ka @sarawijayanto bahas rumah ini.;
hellomamaaa_;slide tiga tbtb merinding bgt asli;
historia.nas;@phandaleea berani banget;
sitihajar9476;Mba sara pranh kstu gak sih klo gak salah;
allyshasl;pernah di datengin sm diary misteri sara nih rin @diarymisterisara @sarawijayanto;
ayu_pakpahan;Coba jelaskan dek @helsarianty_25 😂;
miftahsuhandi;Tiap slide bikin bulu merinding, slide terakhir ada pocong ngintip yah digenteng 😮;
indhhh.nrml__;Merinding aku😢;
brendaadiaz;@lusiiii13 perlu dicoba kalo ke Jogja mampir bentar 😂;
utamicahyairaw;Aku kesini juga pernah, mana diikutin sama si ibuk, soalnya si ibuk suka sama temenku jd klo bau wangi si ibuk ngikutin kita terus;
slsabilee;Liatnya aj udh serem tolong 😭😭;
chiquitaaurelie_;Ga berani ngeslide;
s.anggradewi;slide 3 ada sosok mata diatas;
arumfauzanns;Jadi laper;
dhikaayua_;Nah ini mah 2thn lalu didatengi sama @diarymisterisara;
imawomen_;Aku nggk berani kak 😢;
desy_prihatin;Badalaa.. gone serem tenan😮;
_diaaahs;ga beraniliatstorylu rin;
azhiralatas_;@tamiyatamiya13 Errrr sumpah ini lebih seru dari webtoon😂;
febri.tyas2;DMS X Awkarin 🙏🏻 @sarawijayanto @diarymisterisara @awkarin #diarymisterisarapenelusuran;
putrii.bachtiar;Jelajah karin🔥;
lyadmsalaff;Jirr ada tembok;
yws.x_x;Kenapa foto ke 3 kaya sesek liatnya...padahal aku gak indigo dan gak peka juga ..tapi gak tau sesek aja liatnya...kaya serem gitu...;
sheramelindaa;kesini yuk @papichulooo_06;
randhyaflahh;Klo diliat2 yg slide terakhir agak berat feelnya rasa ku;
sheramelindaa;kesini yuk @papichulooo_06;
ebed_akio;@echayosia;
motsbright;Serem banget anjirrrrr, dompet gue:(;
azizah0289;Ya Allah bacanya aja udah merinding, engga berani ngslide 😮;
erikaptramnd;@rahmanhanan_;
dewiayu21;Seketika pusing dan mual ngeliatnya 😂;
ocharosee;Penasarannn pengen dateng🔥🔥😍;
ochaa.osaa.ash;Merinding😢;
tuzallo;Ada di youtube sara wijayanto ini 👏👏;
firmanis88;Saya pernah liat di Channel YouTube nya KA Sarah Wijayanto lokasi ini😨emang serem banget😫slide foto yg terakhir itu yg gong nya;
meysha_sarah;Dulu pasca kerusuhan ambon, mudah banget nemuin rumah² seperti ini, angker semua, dan itu jadi tempat main kami dulu sekitar 18 taun lalu. Bisa sampe maghrib main petak umpet, main apa aja, dan ga ada ketakutan sama skaly, mungkin karna masih abege yaa, kalo skarang mana berani 😂;
tcashya;aku liat nya aja udah pusing;
ashari9954;Pocong Sumi kan;
eza.hamzah94;Anak indihome coba dong kalian liat apa disini @your.bbabyy @hastrii04 @hello_geishella;
hamidahagest;Aura nya gaenak bgt dingin;
mardiyatinurul;@tn.arief;
mn.dyhh;Dih ketemu ginian malem²😢;
salsabill_sfitrie;Ini lokasi yg @sarawijayanto  pernah ke sana ya ga si?;
imqueeninmaself;Baca donggs @winterthiiings @cutiefiy;
ayu_qtink;trs Karin nyobain dielus gk..? 😐;
valenirm_;Tempat ini pernah dibuat syuting sara wijayanto ga sih;
dianasafitridewi;@lululuis04 deket rumah ??;
paynbllh;Rumah di film perempuan tanah jahanam gak si wkwk;
zakiyyahsatari;utk ambil fotonya sajapun aku sih TIDAK ya :(;
nandomahubessy;Menarikkk!!;
aniis_csld24;Pernah nonton ini di @diarymisterisara;
giesellaptri;@_ziddann dkt rumah mu dun;
fsekarcahyani;degdegan parah asli takut😢;
nurulmufidahh;Lihat fotonya aja uda merinding loh 😮;
tuansembilantiga;@tim_jurnalrisa;
jelipen;ngeliat fotonya hawa nya seperti rumah kosong;
husnulllllll__;♥♥♥♥♥;
rizky_andrian15;Merinding banget;
amibrhmn_;Mrindingnya nyampe sidoarjo;
freevy__;@tim_jurnalrisa;
keeuu_;disini kan ada kamar yg gaboleh dibuka;
kurniakmlsr;Ituu disamping Karin emang kaca ada fotonya atau gimana? Ko ada kaya orang;
lyadmsalaff;Jirr ada tembok;
ikeennn__;@awkarin  x @diarymisterisara @sarawijayanto yukkkk 😍;
friptina_dewi;Slide pertama dirimu beda sekali Karin, entah siapa yg ada diraga mu itu 😢😢 sedihh yg pasti, kosong;
keeuu_;ini tempat syutinnya mba @diarymisterisara kalo ga salah gua pernah nonton diyt @awkarin;
tinuninut;Wah cocok dah @awkarin ikut di @tim_jurnalrisa @risa_saraswati;
nopi_adell;Ayokkk Jogja yokk  @jennyberbitasarif 🥵;
nopvheee;Rin collab dong sama @diarymisterisara min ayo dong collab sama Karin 🥺;
lindrayyy;SLIDE TIGA BRO, GUE LANGSUNG DEDEGANNN;
raraera17;Slide 3 creepy nya juara😮;
chaazayy_0708;Lebih ngeri cowok yang merasa tersakiti dengan sikap pengecutnya😆;
nopi_adell;Ayokkk Jogja yokk  @jennyberbitasarif 🥵;
sctjhe;temen saya brani, soalnya dia anak setan @ys.alv @putr.lsw @annisanrsblla nama ig widi apa ya hahah;
resaoktavia95;Ikut collabs sm jurnal risaa rin plis pasti seru apalagi di tempat rmh itu  @risa_saraswati @awkarin;
zeinmoe_;Terimakasih kak infonya tapi maaf aku gk berani 😭🙏😭🙏😭🙏;
restiayuchanderaa;Ini tuh film apa yaa;
priliaarfah;Dijogja klo gak salah ini. Tempat penuh historis. Kalo mau tau sedikit tentang tempat itu bisa mampir di yutub @diarymisterisara . Gue tau tempat ini gegara nonton yutub penelusuran DMS waktu itu;
etajls;@vyoktaviany_ @cindyindianaa  kak vy keliatan ada apa disini wkwkkw🥲;
syeegi;,;
lauraarde;@tim_jurnalrisa;
lauraarde;@risa_saraswati;
2nd.araaa_;@kayliazmi_ ceritain dong ada apaaa;
ferlysyl_;nonton di DMS guys udah pernah di telusurii @sarawijayanto;
nidasabilillahchaniago;Slide terakhir 🔥;
dimi_syahbania;Slide terakhir 😢😢😢 ga tega 😢;
hiraeth2422;8;
arumoktv;😭;
amibarbaraa;@tim_jurnalrisa @risa_saraswati;
cikita_adinda_saskiya;Fiks nomor 3:));
rahayuwulanndari;Coba Kak @diarycewekindigo bole ni buat sesion *Do you see what i see* 🔥;
didod969;Kosong..ga ada apa2nya.. rekening tabungan gw..;
amibarbaraa;@tim_jurnalrisa @risa_saraswati;
_anjarii.iiii;@mhmd_fajarabdn;
chocoopng;Mirip lokasi syutingnya Perempuan Tanah Jahanam;
taufiqansori_;Sya merasakan & melihatnya, buat yg gga kuat mental lebih baik jangan kesana sendirian tanpa teman (walopun ditemenin penjaga) sekalipun;
rakunkeren;Gue ga indigo, cuma lumayan bisa ngerasain dan emang sering diganggu sama yang begitu. Pas liat post ini gue lgsg sesak nafas dan merinding, trus gue jg bener2 ngerasain kalo foto itu hidup.;
ayukpthni;Kotagede🔥;
simpleingerid;Haha..muncul tuh mba di foto kamu;
ichadnamanya69;Yg bkin gue heran ngapa bnyak seliweran coretan pylox nya yaak?;
yatiyayat;Allhamdulillah nggk liat yg aneh2 dlm foto ini,nggk pengen bisa liat yg aneh2 udh takut duluan 😢;
kadeeev;@hoomanoid666;
mantapkann;Yang lagi jomblo chatingan yuk😁 sapatau jodoh❤️;
dewi_sheenta;"Jajan ""KIPO"" kaaaak..jajanan khas Kotagede..🥰🥰🥰";
jessstefff;dms pernah kesini ni;
ritajuliantiiii;Ajak @its.tasyuff  enak ni war @mawarianrose;
nad92m;@dwiviantovito @hendrikhermawan17 @avir_firdaus kuy gak nih;
najwakamill;@milkqisyy;
hepizamm;@kennydchh So prnh ksni ng?;
kkhofifah_;@amaliaputrii3;
dayandri254;Itu perempuan duduk di slide pertama si mbak Sumi ya...?🤔;
yanasuhendar;Udah di netralisir sm ustad faizar di chnnel ytb ny.;
ysmamang;Inisih mesti dicoba kadieu, Lur. @ysuryana89 @sunaw_sunar @kikinbadrika14 @kikinbadrika;
iis_lailatul;Ini rumah yang pernah didatengin timnya kak sarah,tim DMS;
hartikadewihidayat;Aku sih bukan anak indigo. Tapi kok lngsung merinding liat fto2 ini ya.. jantung lngsung deg2an gtu 😟;
bellaasusanto;kagakk dehh:);
saverahp;Pernah liat rumah ini dibuat film mistis juga antara dalang sama sinden yg saling suka, tp nontonnya ditv sih;
syifaoctaviiaa;Ini yang pernah disara dms;
hanabishi_reika;@awkarin ndak usah jauh2 kalo soal makhluk jin mah...di rumah kita masing2 juga ada kog ..di rumahku banyak, di pohon yg di tanem romoku di pakai u rumah jin ..ketika di tebang ..jin nya ngamuk tapi setelah di mediasi alhamdulillah selesai ...kita sama2 m;
jforji;Kayaknya dulu mba @sarawijayanto udah pernah kesana, udah pernah liat di DMS (diary misteri sara);
__lynnshi;Ada yang duduk di slide 1;
jforji;Kayaknya dulu mba @sarawijayanto udah pernah kesana, udah pernah liat di DMS (diary misteri sara);
dinamelfin;Untung aku anak Indihom ..;
jenifercindi_;@shellirachel ayo ka;
syalufitr_;Vibesnya berasa banget sampe sini🙃;
saripah1311;Aku pas liat foto slide slnjut²nya sumpah langsung pusing bgt kak, kaya energi nya Kuat bgt;
im.not.ur.babes;slide ke 3 ada yg ngintip ya? Apa perasaan w doank?;
oiben_;Ini berani cenah karin @agiteeee;
ghinaaulputh;serem bgt,bye.;
sidqialghifari;Yang paling jelas yang di kasur;
veronicaherlind;wahhh kak habis ke Kotagede to?? Yallah kok ra ketemu;
radenmuno;Ko yo ora mampir to kak..;
putriwhynsh;Itu rumah pocong yg di jogja, itu ada di youtube nya SARA WIJAYANTO;
rarasberliana;Slide terakhir itu si mba ayu yang kena kdrt ya?;
annisads17;Ini pernah ada di YTnya Sarwi deh. Kyknya pernah nonton.;
sekarnr.l;Nonton dms (diary misteri sara) spesial jogja part 1 dan part 2 aja rin, itu 2th yang lalu @sarawijayanto @wisnuhardana @_demianaditya_;
trisnasti_mutiaraa;Auto ngibritt🚴‍♀️🚴‍♀️;
ayaa_shf;@febykagreta;
desyekaajulianty;@ulfaa_fauziah;
shellaa.oktv;@diarycewekindigo;
auliamerisa28;Ogah rin;
monicaatps;Buat vlog tour tpt mistis gitu seru kali rin🔥🔥🔥🔥;
dddezy;Mbk @sarawijayanto n tim dms prnh tuh penelusuran kesitu;
dipiway;Slide 3 & slide 8 sesak liatnya;
amaliaalia06;@janitrimj;
syarifah.mona.161;Kok puyeng🥴;
laksito.dwii;Slide ke 7 dan ke 8 sih yg serem, berasa;
ichul06;Ini yg di datengin sama DMS;
ebifebiola;Pernah liat ini di Diary Misteri Sara;
miftahemifta;Liat fotonya aja aq dah merinding..;
dipiway;Slide 3 q;
nabilaakhsniptrr_;😮😮;
elisabetprina;@miisdaa @umm_rafaaa @nisa_wa9;
windysefaniaranria;Pengen nangis😌;
rizkinh17;@saradicts_dairymisterisara pernah kesini;
elisabetprina;@miisdaa @umm_rafaaa @nisa_wa9;
libraduaempatujuh;Merindiing🥺🥺;
firda_uni;Inget banget waktu DMS ke sini juga😢;
je.pita;yg asli indigo pasti ngga akan spill dimana pastinya;
chalda_bhakti;@dillanggraini__  gass gak siii;
xxdcbknyl;suka bgt ka karin kl ke jogja bahas tempat mistis giniiii🙌🔥😍;
hi_xomoonlight;dahlah pusing anjir tibatiba;
diana_fahmy_;takut ah;
dhey4k;@stelaaelena silahkan kak;
ristaedi2512;Mantab @awkarin  smpai bantul😍;
dhey4k;@stelaaelena silahkan kak;
rhptiwii;Slide trkhrrrr lgsg merinding bgtttttttttt;
lsayunda;Ke tempat syutingnya perempuan tanah jahanam;
matchlessia;Samping kiri karin kenapa gelap kali 🥺;
reskifernindita25;Ini udah buat penelusuran sma nyai @sarawijayanto dan team @diarymisterisara;
fiki_oke;@dianitafebrid @rnkumala;
fannysaidah;Pusing liat fotonya, kenapa yaaaaa😢;
peacemindsoldier;Slide 1 ada yg lagi duduk😂;
ntanmayangsari;ada di episode tanah jogja nya @sarawijayanto , serius ini meringin banget padahal di kunjunginnya siang hari :');
eeellsss.fqh;@putrina.adinda aku kok liat pocongnya dfoto karin yg pertama ini 😢;
wingxgi;Yg di dms ga si;
itsrinarineee;@azputrii_;
vh1tr4;Malah kepikiran klo jadi cafe bagus banget nih..;
rahasiadapurleluhur;Keren kak Karin, salaaaam dari jogja;
dianfeb06;@tim_jurnalrisa;
aghataaaaaaaaa_;@eggybagus sek wis tau dibahas tp gamau nganter 😂;
rreckha.hong;@ver_gud wani tak jak rene ra gud ?;
iryne_;Bkn ank indigo tp indihome;
linda_ramadhanni;Gass is @nr.ismaaulia_ 🤭 sekalian uji nyali;
mickeydutsky;degdegan nge swipe nya tp penasaran HAHAHHA;
felizza9;Ini tempat yg waktu itu di telusuri sama @sarawijayanto  ya kan;
differentcreatures_;Slide 4 ada yg badan besar ngga pake baju rambut berantakan mulutnya lagi mangap gede banget ngga si @fammagibs;
vikariveraaa;@diarycewekindigo;
haifa_hafa01;Betul aura d foto terakhir kerasa bgt bikin ser ser ser,,, pdhl cma via foto dn gw bkn indigo;
amnzzzzz10;udah perna didatengin sm kak sarah wijayanto ini tmpatnya😞;
rdhiyau_;@indyratnap @risa_saraswati;
martineli_elza;@nabilahsahdaa_;
emywatyyahriyan;Seremmmm;
cyn2929;I feel pain di foto pertama, extremely sad kayak sakit hati. Sedih banget beneran;
meysaprzn;Jawab @itsme.frisllyherlind 😁;
ellanayraaaaa;@pesekbuleudh  ajakin aku kstu bisa? 😂;
any_khumairah90;No;
septiaanisa929;@izzatulhanifah42 cba tebak za;
gloriaclvn_;yang penasaran sama versi vidio, bisa nonton diari misteri sara di youtube👌;
yosiocimewww;Slide terakhir aku merinding :');
indriwidiaw_;Di slide 3 ehem ada perasaan aneh hehe;
rinaip;Kaya rumah di film perempuan tanah jahanam bukan sih!;
thisisnotwandi;@tim_jurnalrisa @sarawijayanto;
syifalzp;i;
zptian16;Di fto ke 2 kek nya prempuan yah baju putih;
hanantotriwidodo;Mungkin yang mau tau detailnya ini + cerita aslinya coba tonton YouTube DMS dah, dulu pernah penelusuran dirumah itu..;
santikarachma08;Btw rin, muka lu di slide pertama kayak beda gitu deh;
meliyanti2304;Berani se... asal masih kelihatan orang 😂;
marisaichaaaaaa;@diarymisterisara pernah penelusuran kesini 😢😢;
____n.rl;Tolooong collab sm @awkarin;
____n.rl;@tim_jurnalrisa 🔥;
kha.rsma;Bikin pusing😨😰 @diarycewekindigo;
adheliaayp;Slide ketiga dst merinding 😢;
zzvrvrvr;Suka banget konten Awkarin ginii yg hororr please;
yumaayyyyy;Pusing, pening, mual, gemeter, dada sesek dah liat fotonya😢😢;
widyareginalarasati;Slide terakhir paling bikin merinding sih😮;
loliaoktami18;Ajak awkarin bisa gasi kayanya seru dehhhh 😍 @kakakberadikpodcast.mop;
menursoekarno77;Keliatan kok itu;
khoerunnovi97;Merinding bgtttttt diliat dari foto😭;
mayisuple;Hai saraddicts @sarawijayanto collabs bisa kali ah sama neng @awkarin 🔥;
susancitraseptiani;Dms pernah kestuu😂;
deassy_yanuarti;seremmm jirr;
jessicasicillia;Mual, pusing banget liatnya ☹️😢;
ershacamelia__;@tim_jurnalrisa @risa_saraswati sabi lahhh😍;
nursundiningtyas017;pernah tau ceritanya rumah ini, slide terakhir berasa ada yang nunggu;
poppy_popeye;Yaelah aku baru mau ke toilet malah baca ginian. Wes gak jadi deh @awkarin;
meliyani____;@tim_jurnalrisa fix harus datengin tempat ini;
wiwit.farida24;Jimat putih apa bunga mawar putih yg diatas pintu?rumah didesa biasa nya gk kaget selalu ada disetiap atas pintu atau jendela..tapi apa hanya ganjelan pintu.?;
rennysurya;@nucorners next kesini mampir berani ga nih 😂;
gloriavrnnda;kok lu gak berani sampe masuk gini kemarin din? @dinisafittri;
aan_selena;Saya pernah tinggal di depan rumah pocong itu.. Saya sering pulang mlm dan alhamdulillah saya tdk pernah di ganggu;
julianakhim;Coba tanya anak indigo Frislly herlind @itsme.frisllyherlind..;
ezysaptriani_;boleh dikunjungi sblm pulang ke ptk wkwk biar ade cerite berkesan😜 @dwsnzza_;
sarbiebz;mending makan bakso daerah sana, namanya bakso ironayan, kaga nyesel enak bet murah;
hanggitaalza;Karin lagi uji nyali, bukan lagi ujian sekolah😮;
veniamelinda;Dielus elus😭😭😭;
_rifkii.hst;@tim_jurnalrisa @risa_saraswati @rianarizki @indyratnap @nickoirham__ @abimanyu_______ @fahrulrochman_ @dimasta_ @kangjeffman @ranggana.purwana;
mutiaracipt;Dada ku tbtb sesek  liatnya🥺;
adenia.ade;nyai @sarawijayanto feat @awkarin telusur ksana pliiiiisssss🤗🤗🤗;
apriliagl_;Wow bangettt ga si, berani ga lu @noviaindrwt wkwkwkw;
ayeshamauraa;banyak bgt disitu 😳;
kartikakarta.n;kayak nya ini pernah di kunjungi sama dms @diarymisterisara;
syrfhumy;biar di gaji ,gua ogah krna orgnya gmpng ngerasain;
enungnaiik;Ka koleb dong ka sama jurnal Risa;
ardaanalog;Mirip rumah yang buat syuting perempuan tanah jahanam;
_sshe.llaaaaa;Awww❤️;
randyradjagah;gampanglah;
im._purple_;Vibenya kerasa bgt,merinding;
tasyasupryatin282;Itu kan pernah d penelusuran DMS,diary misteri Sarah;
babymillo__;Cuma anak rumahan😞;
nischariza;Jd inget @diarymisterisara spesial jogja penelusuran ke rumah pocong mba sumi , sampe kakak @sarawijayanto nangiss 😢;
bgold_florist;untung tim seblakkkjk ceker, gpp diginiin;
__manurung12;Ada yg ngintip;
rahelna_nindy24;Itu ada sosok di slide terakhir dipojok samping pintu ada yg ngintip.;
awkazelll;Karin hebat gada takut2nya❤️;
a.salbill;Slide ,3,4,7 langsung merinding😶;
_aradoang;the last pict bikin kaget wkwkwk;
landiniasyifa;pernah nonton di diarymisetrisara;
nananggeiko;tempat bermain yaaa kak 🙂;
nur.ariadnagadiza;Yuukk ke sni klau berani @nismaa23 @mulianaa.a 😂😂;
kikiarass;Merinding;
ia.sparkles;Meskipun gue udah menutup mata batin sejak 3 tahun yang lalu, gue masih ngerasa energi di foto-foto ini kuat banget.;
cristine_putri_96;kak karin emng baik y. mau dia promo in buat orang cri makan. sehat slalu kk karin ❤️❤️;
itssnoyyy;Mungkin bisa kak @awkarin  jadi bintang tamu di diary misteri sara @sarawijayanto;
triapitaloka;yasss gue mau ngerasain rin 🙌❤️;
nur.ryy;Di slide pertama juga ada ko, pd liat ga?;
desygreentea;😢😢😢😢😢;
taskataca;Udh pernah jd penelusuran @sarawijayanto deh kl ga salah;
ayutrihandini;Coba diliat anak indihome ehh indigo @tina_alkahfi;
rafliprm._;@tim_jurnalrisa;
mrs_vikry;sendalnya keren rin @awkarin  spill dong😍😍😍😍;
nisrinanrr;@risa_saraswati @indyratnap @rianarizki @nickoirham__ @tim_jurnalrisa;
ichwaa_;Ko merinding ya liat ftonya;
kinaapb;Gasss g nih? @rriiaaa2_ @anisaapr.54;
nauraqonita.st;Pusingg liat foto iniiiiii;
rosalinaxin;buat team @sarawijayanto pasti keren klau nyai lewat;
halowenty;"Udh pernah di ""review"" nih pas penelusuran nyaii dan tim @diarymisterisara 😍 Btw aku ikutan nangis pas nyai cerita ttg hidup nya mba ayu 😢💔 Titip doa buat mereka yg disana ya rin @awkarin";
itssnoyyy;Mba sara juga pernah kesana kak @awkarin ya kan mba? @sarawijayanto ada di youtubenya mba sara;
rahayu1717_;KÀÀÀÀÀÀ SÈMÌNGGÚÚÚÚÚ ÝÀNGGGGG LÀLÚ ÀKÚ ÇÓBÀ ÇÈK ÌGGGGGGGGGGG NÝÀ# @kitsslimytea_ TÈRNÝÀTÀÀÀÀÀÀÀ BÈNÈRRRRRR ÀDÀ PELANGSING ÀLÀMÌÌÌÌÌ KÀ , TÈRÚS ÀKÚ ÓRDÈR & HÀSÌLNÝÀ MÈNGÈJÚTKÀNNNNNNN BÀNGÈTTTTTTTTTT 😱😍;
lhenaindriana;Diary mistery sara pernah Penelusuran di sini .. Asli serem bgt .. Coba aja lihat Youtobe ny ..;
devtriya;Suka banget rinnn bisa sdkit mlht meski hanya dri foto😂 @awkarin;
silviaretnnn;@dnd.witiasn__ liatin dong ada apaan;
dentikaeka11;Sumpah merinding, dada jdi dag dig dug kenceng 🥶🥶🥶;
_fazzahra;io;
dnaddifa;Pas buka slide ke3 seketika langsung bilang wow🤣;
nova_homes_new;slide ke 3 gerak ya apa aku aja yg lihat😮;
setyoriniputri_;Takut banget lochh 😱😱😱😱;
moodyara_;Harusnya kita kesini kemaren😬 @viestyahaha @alexichristie @chandrahartawan_;
raya_ts4k4;Sieun njir;
icaaheo;@tim_jurnalrisa X @awkarin;
zahro09871;Ini daerah dekat gang kota Gede bukan sih kak?;
yunda.hugest;kak ica badak ape llom seriok  @_.meelikkee._;
denyhadi_permana;👻;
dinimalintang;Aura Karin beda,kek serem gimana gitu.;
asepxx___;Merinding bgt;
rinaputriwindari;Bisa kecipirit dicelana  ka @awkarin 😂😂😂;
kit.dm;Yuk rame rame tag @tim_jurnalrisa @risa_saraswati @ranggana.purwana @abimanyu_______ @nickoirham__;
siskawidiya__;mo liat story dara,karin takut krna dah mlm, skip besok pagi bangun tdr lgsg liat deh hha;
bailem0s;Slide ke 3 merinding bgt;
anindanvr_;Merinding😢;
tamakacia;Makasih deh, gamau dielus.;
__nurulazizah;@nazmipahlevi_ @nrslmaa_er;
ukynitilaksana_;Slide terakhir tempat para rame itu😂😂;
siscaaaica;Slide terakhir ngerasa sedih ya, pdhl blm buka story nya karin, pas buka story eh ternyata ada crt nya dan gatau knp emng ngerassnya kok sedih;
nisaaalfdlh_;@tim_jurnalrisa @risa_saraswati @indyratnap @rianarizki;
nauraqonita.st;Rin perlu dibikin video dehh experience lo main kesini;
katanyaakumiriptapir._;Horornya kerasa banget;
runnieruns95;Serem bgt lo rin;
malindaandreany;sang indigo kuuh tolong beritahu aku buletin dong yg ada itu dimana nyaa @arraluthfiah hehehehe;
christyviabp;kalo menurut gue, yang paling merinding itu slide ke 5 dan 8. bener-bener takjub banget degdegan dan gabisa ngomong apa2 lagi karena i feel something :');
igayoeandita;Belakang rumah simbah nich @adnankarunia haha;
anss_____;Langsung sesek napas dong 🥴;
manda.manda1999;Slide ke 3 paling kerasaaaaa😲;
junnetha;Pernah nonton pas dirumah ini. Di DMS;
erlmhmad;slide terakhir bikin sakit dada😂😂😂 ketangkep bgt aura nya;
iniyulitaaa;jadi inget dms pernah penelusuran disini @diarymisterisara;
uthemaiyda;Colab sama ka sara wijayanto dong rinn;
janahadya;Tiaraaa @diarycewekindigo 😂;
iamazingrightnow;Slide 7 luaar biasa sumurr ituuu 🔥🔥🔥🔥;
refo_kop;@ojatputra tau tempat ini?;
itss.susulelesule;mlm mlm makin🔥;
sikkeuroo;foto ke 3 pas liat ngerasa sesk gatau kenapa;
neverkind.co.id;@tim_jurnalrisa;
essepunchp00p;Gatau pusing & mual liatnya😭;
dinaalviah;Baru kali ini liat foto tapi badan ga nyaman liatnya dan bikin dada sesak 😢;
arnandawidya;Mirip sama rumah yg di film perempuan tanah jahanam.;
aldamaharani_tm;⁸l😂;
praaatiwi;Slide 8, di atas lemari 😶;
unicunggun;@13ndteloo_ coba cek tel;
winda_putri507;Tau tempat ini dari @diarymisterisara 😍😍😍;
tant.xx;@indyratnap bisa tolong dijelaskan, aku kepo sekali iniii🥲;
yudhistiadisa;Di slide 7 w ngerasa aura nya jelek sih;
wahyufit;Gak tau ya kenapa aku liat nya jd pusing;
mariniaprl;@itsme.frisllyherlind;
melisa_aprilliaa;Paling serem dan paling merinding sii slide ke 3, astaghfirullah;
mayyyeye;yuk bisa collab yuk🙌 @tim_jurnalrisa;
ubudrafting.official;𝗛𝗮𝗹𝗼 𝗮𝘄𝗮𝗹 𝘁𝗮𝗵𝘂𝗻 𝗸𝗮𝗺𝗶 𝗮𝗱𝗮 𝗽𝗿𝗼𝗺𝗼 𝗰𝘂𝗺𝗮 𝟭𝟱𝟬 𝗿𝗯 𝘂𝗱𝗮𝗵 𝗯𝗶𝘀𝗮 𝗿𝗮𝗳𝘁𝗶𝗻𝗴 𝗱𝗮𝗻 𝗳𝗿𝗲𝗲 𝗺𝗮𝗸𝗮𝗻 . 𝗬𝘂𝗸 𝗯𝗼𝗼𝗸𝗶𝗻𝗴 @ubudrafting.official 🍀;
andiraaaa11;Nontonnya pernah di DMS @diarymisterisara 🙌;
fnyhrln;Harusnya kesini ya jangan ke heha @apwd_27 @sebuttsajarindu 🤣;
mataharipgii;Foto slide terakhir paling serem;
rhmtull_;Ka @filo_sebastian bisaaa dong muncul dan jelasiinn ada apa ajaaa;
rakayetsa19;"kaya rumah di film "" kisah perempuan tanah jahanam "" bukan si .. koreksi kalo salah";
andiraaaa11;Nontonnya pernah di DMS @diarymisterisara 🙌;
reja_ytb11;Serambi ya bor 😮;
yasminityy;lebih serem liat komenannya..;
ridakk.c;@otunnn___;
rikday;@dwi.kusworo.1;
nwt_387;Kembarannya Kak sadam lg minum kopi tuh, sambil senyum;
olatonlogy;Bukan indigo tp langsung migrain liat foto2 nya. Hmmmm;
akubrendulll;😮😮;
yan_ne_chan;@adhemulyhana yah bawa aq kesini pleaseee😂😂😂😂;
zamuttt;@sarawijayanto mamiihhh wajib kestuu nelusur😍;
rfauziyah_;Diary misteri Sarah jga pernah penulusuran disitu serem sih kalo malem;
loxeable_;dahhh nonton dms episode rmh iniii😍😍😍;
